length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
0.296,0.202,0.0722,0.06,33.4,3.4,1,12.817,1,0
1.894,1.074,0.0245,2.0347,29.5,6.8,0,147.649,1,0
1.601,0.794,0.071,1.271,27.8,8.1,1,267.189,0,0
1.51,0.763,0.091,1.1523,37.1,9.8,1,310.41,0,0
1.794,0.328,0.0287,0.5878,28.7,9.6,0,49.987,0,0
0.348,0.314,0.0593,0.1094,26.2,21.9,1,19.224,0,1
1.405,3.5,0.0844,4.9183,26.0,12.7,1,1227.839,0,1
0.539,0.893,0.0748,0.4811,33.4,7.3,1,106.721,1,0
1.199,1.469,0.0856,1.7621,29.8,15.2,1,445.953,0,1
0.23,0.481,0.0655,0.1106,27.0,14.3,1,21.47,0,1
1.323,1.585,0.0894,2.0962,29.2,35.5,1,554.097,0,1
3.679,1.125,0.0718,4.1401,28.4,7.6,1,879.517,1,0
0.145,0.445,0.0572,0.0643,33.5,10.8,1,10.9,0,0
0.199,1.112,0.0653,0.2207,25.4,34.1,1,42.647,0,1
0.232,2.179,0.0776,0.5054,29.9,21.6,1,116.198,0,1
0.663,0.292,0.0578,0.1939,25.1,32.3,1,33.173,0,1
0.444,0.735,0.0553,0.3259,32.7,8.6,1,53.299,0,0
1.745,2.821,0.0599,4.9209,28.0,11.1,1,872.836,0,0
0.742,1.478,0.0254,1.0968,33.6,5.6,0,82.584,1,0
0.763,0.875,0.033,0.6671,31.3,4.7,0,65.222,1,0
1.362,0.158,0.0346,0.2151,28.0,2.7,0,22.035,1,0
0.549,0.517,0.0705,0.2841,26.4,30.7,1,59.325,0,1
0.536,0.942,0.0948,0.5044,30.2,5.0,1,141.319,1,0
1.514,0.522,0.0455,0.79,31.9,5.6,0,106.38,1,0
1.614,3.5,0.0597,5.6501,35.2,2.6,1,1000.065,1,0
0.115,1.22,0.0655,0.1397,23.8,0.9,1,27.108,0,0
0.255,0.266,0.02,0.0678,23.5,14.5,0,4.021,0,1
0.34,0.639,0.066,0.2171,23.4,2.9,1,42.471,0,0
0.533,0.488,0.0846,0.26,39.2,1.3,1,65.056,1,0
0.445,0.821,0.042,0.3649,35.2,2.7,0,45.443,1,0
1.204,0.573,0.0572,0.6903,35.5,6.5,1,117.138,1,0
1.861,0.317,0.0754,0.5906,23.8,25.8,1,131.997,0,1
0.313,1.131,0.0415,0.3543,29.8,36.2,0,43.593,0,1
0.928,0.19,0.0591,0.1765,34.2,3.5,1,30.861,1,0
0.559,0.708,0.078,0.3953,26.4,29.3,1,91.409,0,1
0.805,0.397,0.0206,0.3195,30.2,8.1,0,19.512,0,0
1.07,2.818,0.0653,3.0138,23.6,32.2,1,583.381,0,1
2.341,0.389,0.0491,0.9115,30.9,1.6,0,132.624,1,0
0.314,0.434,0.0799,0.1359,26.3,35.7,1,32.102,0,1
0.191,1.082,0.0967,0.2067,27.4,38.6,1,59.209,0,1
1.087,0.21,0.0316,0.2282,24.8,11.5,0,21.303,0,1
0.601,0.414,0.0303,0.2488,25.7,27.1,0,22.334,0,1
0.278,1.052,0.046,0.2924,26.5,10.2,0,39.751,0,0
0.225,0.125,0.0718,0.0281,25.0,32.3,1,5.964,0,1
0.919,0.398,0.0586,0.3656,33.2,0.5,1,63.605,1,0
0.457,0.107,0.0912,0.0488,33.5,9.5,1,13.176,0,0
5.0,0.23,0.0325,1.1512,27.9,37.7,0,110.753,0,1
0.621,0.841,0.0422,0.5223,36.2,5.2,0,65.465,1,0
0.339,0.588,0.0972,0.1991,35.1,8.5,1,57.439,0,0
1.091,0.236,0.0572,0.2572,30.3,11.3,1,43.59,0,0
0.38,0.165,0.1011,0.0627,28.1,9.8,2,18.766,0,0
0.781,0.146,0.0756,0.1144,29.2,17.7,1,25.628,0,1
0.759,0.171,0.0634,0.1301,34.5,10.6,1,24.428,0,0
0.704,0.181,0.0722,0.1273,29.6,35.0,1,27.242,0,1
1.69,0.172,0.0243,0.2911,24.8,35.4,0,20.938,0,1
0.344,0.145,0.0851,0.05,33.1,10.7,1,12.613,0,0
2.447,1.055,0.0666,2.5819,26.2,8.7,1,508.871,0,0
1.667,2.368,0.02,3.9472,35.6,4.4,0,233.894,1,0
0.505,1.65,0.0608,0.8336,28.7,3.9,1,149.841,1,0
0.299,0.347,0.0551,0.1039,35.4,2.0,1,16.96,1,0
0.428,0.283,0.0827,0.121,26.7,29.3,1,29.672,0,1
0.504,0.139,0.0463,0.0703,25.8,10.4,0,9.619,0,1
0.914,0.236,0.0684,0.2155,26.2,11.1,1,43.665,0,0
0.147,0.771,0.0463,0.1137,31.4,9.2,0,15.586,0,0
2.558,3.5,0.02,8.9516,33.5,6.2,0,529.965,1,0
0.204,1.667,0.0311,0.34,29.8,4.6,0,31.301,1,0
0.427,0.679,0.0574,0.2902,25.4,31.6,1,49.411,0,1
0.216,0.541,0.0525,0.1166,27.2,11.2,1,18.137,0,0
0.397,0.228,0.0675,0.0904,26.1,20.2,1,18.073,0,1
1.918,0.534,0.0506,1.024,29.4,10.1,1,153.369,0,0
1.055,0.823,0.0383,0.868,26.2,39.0,0,98.318,0,1
0.358,0.824,0.0542,0.2949,29.6,22.4,1,47.322,0,1
2.154,0.752,0.0252,1.6204,31.2,10.8,0,120.787,0,0
1.713,1.49,0.0581,2.5522,26.0,25.7,1,439.993,0,1
1.501,0.671,0.02,1.0069,34.4,2.1,0,59.738,1,0
1.981,0.612,0.0667,1.2131,29.4,19.0,1,239.727,0,1
1.067,0.392,0.0678,0.4181,28.5,20.5,1,83.977,0,1
0.796,0.259,0.0845,0.2062,30.8,25.4,1,51.549,0,1
0.568,0.101,0.0498,0.0575,28.9,4.6,0,8.484,1,0
0.353,0.411,0.0728,0.1452,30.5,35.9,1,31.298,0,1
0.915,0.902,0.0263,0.8255,41.1,11.7,0,64.327,0,0
2.303,0.755,0.0659,1.738,34.0,4.8,1,338.86,1,0
1.001,0.705,0.0454,0.7059,28.6,5.2,0,94.987,1,0
2.621,1.284,0.0487,3.3653,34.0,7.1,0,484.861,1,0
0.541,0.312,0.0924,0.169,27.8,25.2,1,46.208,0,1
1.288,1.008,0.0438,1.2981,36.4,5.3,0,168.182,1,0
1.146,0.847,0.0695,0.9712,21.7,23.0,1,200.094,0,1
1.21,0.431,0.0602,0.5217,26.3,20.4,1,92.773,0,1
1.136,0.297,0.0779,0.3376,39.3,4.2,1,77.924,1,0
0.351,0.762,0.0379,0.267,35.9,3.8,0,29.959,1,0
0.255,2.422,0.0302,0.6178,30.0,8.3,0,55.314,0,0
3.946,0.164,0.0354,0.6453,27.2,17.6,0,67.648,0,1
0.146,2.546,0.0295,0.3726,24.3,9.3,0,32.567,0,0
0.731,0.6,0.052,0.4384,23.4,3.6,1,67.545,0,0
0.654,1.09,0.0565,0.7126,26.1,34.8,1,119.324,0,1
0.546,1.4,0.0725,0.7651,37.8,2.4,1,164.247,1,0
1.623,0.231,0.0716,0.3757,30.8,3.7,1,79.537,1,0
1.468,0.137,0.029,0.2008,31.1,11.7,0,17.229,0,0
2.456,0.21,0.0702,0.5159,37.6,5.7,1,107.368,1,0
0.603,0.434,0.0451,0.2616,31.1,12.0,0,34.866,0,0
0.931,2.609,0.072,2.4277,24.8,34.9,1,517.392,0,1
2.328,0.135,0.02,0.3143,24.9,11.6,0,18.603,0,1
5.0,2.119,0.0553,10.5928,23.1,24.3,1,1734.839,0,1
3.583,0.759,0.0644,2.7202,34.8,4.8,1,518.798,1,0
1.365,0.186,0.0509,0.2545,33.1,3.5,1,38.382,1,0
0.255,0.233,0.0617,0.0592,34.4,4.2,1,10.821,1,0
0.123,1.035,0.0813,0.1278,28.8,24.0,1,30.749,0,1
1.844,0.85,0.0539,1.5678,33.8,11.2,1,249.91,0,0
1.938,0.247,0.0777,0.4781,30.6,10.0,1,110.206,0,0
1.472,1.977,0.074,2.9106,30.3,6.1,1,637.664,1,0
0.428,0.214,0.0452,0.0917,36.0,1.5,0,12.276,1,0
1.121,0.673,0.02,0.7548,32.0,9.9,0,44.735,0,0
0.48,0.701,0.0605,0.3367,35.2,7.8,1,60.183,1,0
0.699,1.735,0.0848,1.213,25.8,5.8,1,304.55,1,0
0.582,0.118,0.0826,0.0686,28.9,5.2,1,16.788,1,0
2.549,0.217,0.0661,0.5541,28.4,12.9,1,108.529,0,1
0.367,0.25,0.0485,0.0916,28.2,12.6,0,13.156,0,1
0.962,0.152,0.0741,0.1462,25.1,34.5,1,32.098,0,1
0.548,0.899,0.0332,0.4923,36.7,0.5,0,48.461,1,0
1.188,0.309,0.068,0.3667,27.8,26.5,1,73.704,0,1
0.931,0.788,0.0799,0.7337,27.0,30.2,1,173.815,0,1
2.677,1.321,0.0584,3.5356,35.0,7.5,1,611.442,1,0
0.207,0.52,0.0385,0.1077,27.0,4.2,0,12.271,1,0
0.349,1.272,0.0587,0.4442,26.8,21.8,1,77.307,0,1
1.554,1.304,0.0668,2.0257,27.4,5.8,1,400.553,1,0
0.56,0.345,0.0399,0.193,26.5,11.2,0,22.836,0,0
0.281,0.113,0.0516,0.0317,26.4,30.0,1,4.834,0,1
0.8,0.187,0.0768,0.1497,23.6,7.8,1,34.015,0,0
1.156,1.488,0.0792,1.7197,35.5,9.5,1,402.655,0,0
0.146,0.516,0.0624,0.0752,29.1,15.0,1,13.903,0,1
0.445,1.562,0.0436,0.6945,25.2,29.1,0,89.704,0,1
1.758,0.734,0.02,1.2909,29.7,5.8,0,76.36,1,0
0.834,0.276,0.0656,0.2302,27.6,6.0,1,44.654,1,0
0.136,1.096,0.0296,0.1491,34.5,4.2,0,13.061,1,0
0.431,0.753,0.063,0.3249,31.1,4.1,1,60.684,1,0
1.119,0.447,0.0474,0.5001,30.2,10.1,0,70.244,0,0
0.322,0.173,0.0729,0.0559,29.0,14.6,1,12.043,0,1
1.857,0.186,0.0376,0.346,30.5,4.3,0,38.445,1,0
1.229,0.267,0.0309,0.3282,29.5,37.1,0,29.988,0,1
0.737,0.994,0.0672,0.7331,27.4,29.9,1,145.937,0,1
2.572,1.141,0.0592,2.9364,29.7,14.9,1,513.443,0,1
0.597,0.897,0.074,0.536,25.0,29.2,1,117.872,0,1
0.368,0.429,0.0859,0.1579,32.2,4.3,1,40.13,1,0
1.183,0.565,0.0504,0.6678,32.1,1.9,1,99.79,1,0
0.952,1.089,0.0749,1.0364,27.2,24.2,1,229.62,0,1
0.508,0.963,0.0272,0.4894,30.4,5.9,0,39.461,1,0
0.521,1.286,0.0349,0.6703,31.4,4.8,0,69.095,1,0
0.608,0.321,0.0599,0.195,33.0,0.5,1,34.565,1,0
0.444,0.104,0.0524,0.046,26.8,8.3,1,7.133,0,0
1.339,0.348,0.02,0.4657,27.0,18.9,0,27.598,0,1
1.154,0.442,0.0952,0.51,37.4,8.1,1,143.672,0,0
0.681,2.685,0.02,1.8293,25.4,21.7,0,108.329,0,1
0.607,0.296,0.0506,0.18,26.3,19.5,1,26.953,0,1
0.554,1.501,0.0785,0.8318,37.4,2.8,1,193.263,1,0
0.433,0.879,0.0554,0.3811,25.6,39.6,1,62.524,0,1
0.19,0.247,0.0717,0.0468,29.2,20.5,1,9.939,0,1
0.412,0.513,0.0443,0.2116,31.6,5.5,0,27.75,1,0
0.487,0.671,0.0624,0.327,25.9,9.6,1,60.388,0,0
0.893,0.437,0.0875,0.3908,23.9,11.5,1,101.316,0,0
1.586,0.305,0.0503,0.484,29.4,5.7,1,72.226,1,0
0.604,0.333,0.0693,0.2011,26.5,37.5,1,41.284,0,1
2.996,0.804,0.0546,2.4087,35.8,6.9,1,388.949,1,0
1.856,1.032,0.0625,1.916,29.8,7.9,1,354.204,1,0
4.287,0.606,0.0692,2.5992,31.9,1.8,1,533.879,1,0
2.189,2.374,0.0353,5.1974,26.6,4.8,0,542.304,1,0
1.059,1.143,0.0384,1.2107,39.5,10.6,0,137.459,0,0
1.012,1.879,0.0473,1.9022,28.5,10.6,0,266.118,0,1
0.239,0.616,0.0735,0.1472,38.0,1.7,1,31.984,1,0
1.382,0.112,0.0788,0.1547,33.7,3.1,1,36.195,1,0
1.017,0.817,0.0943,0.8311,34.3,6.3,1,232.145,1,0
0.807,1.464,0.0519,1.1817,27.8,20.2,1,181.67,0,1
1.282,0.715,0.0489,0.9168,38.3,7.4,0,132.521,1,0
0.687,0.771,0.0624,0.5299,34.9,7.3,1,97.739,1,0
0.842,3.05,0.0379,2.5684,30.8,11.1,0,288.075,0,1
0.608,0.465,0.0791,0.2826,27.5,20.9,1,66.105,0,1
1.364,1.395,0.0408,1.9024,25.3,22.3,0,230.077,0,1
2.192,0.663,0.0373,1.4529,33.7,1.5,0,160.404,1,0
1.938,0.598,0.0323,1.1598,30.9,3.2,0,110.985,1,0
1.642,0.226,0.0465,0.3708,32.7,9.9,0,51.041,0,0
0.114,1.204,0.0535,0.1371,33.0,1.8,1,21.744,1,0
2.529,1.487,0.0445,3.7597,26.9,7.6,0,496.369,1,0
0.421,0.551,0.0389,0.2322,27.1,29.0,0,26.724,0,1
2.289,1.254,0.0897,2.8694,32.1,3.1,1,762.564,1,0
0.319,0.796,0.0536,0.2543,27.6,35.0,1,40.428,0,1
0.679,0.338,0.0665,0.2297,30.1,2.6,1,45.242,1,0
1.484,2.159,0.0692,3.2032,31.5,8.9,1,656.25,0,0
1.122,1.055,0.0485,1.1837,27.1,34.4,0,170.124,0,1
0.638,1.785,0.034,1.1384,25.3,39.9,0,114.654,0,1
1.235,0.364,0.0486,0.4501,30.2,6.7,0,64.718,1,0
0.896,2.085,0.0674,1.8685,35.8,11.3,1,373.261,0,0
0.423,0.463,0.0397,0.1956,26.5,10.1,0,22.997,0,1
1.139,0.108,0.0704,0.1227,27.4,23.4,1,25.549,0,1
0.328,0.162,0.02,0.0533,30.5,6.2,0,3.161,1,0
1.284,0.175,0.0591,0.2246,30.4,3.5,1,39.291,1,0
0.103,0.286,0.0723,0.0295,26.2,3.7,1,6.303,1,0
0.896,0.265,0.0815,0.2375,26.9,29.4,1,57.318,0,1
0.613,0.148,0.03,0.0905,33.9,6.9,0,8.029,1,0
0.461,1.906,0.0664,0.8789,20.9,1.0,1,172.777,0,0
0.825,1.51,0.0932,1.2456,24.8,20.1,1,343.825,0,1
1.137,1.251,0.1056,1.422,31.1,0.7,2,444.565,1,0
3.461,0.622,0.0601,2.1523,24.9,37.7,1,382.621,0,1
1.89,0.543,0.041,1.0262,27.9,15.5,0,124.552,0,1
1.363,0.543,0.0902,0.7403,31.9,28.3,1,197.681,0,1
0.752,0.343,0.0734,0.2578,27.0,37.4,1,56.066,0,1
0.598,0.85,0.0996,0.508,38.3,7.1,1,149.768,1,0
0.133,0.149,0.0965,0.0198,27.4,22.2,1,5.662,0,1
0.545,0.96,0.027,0.5232,31.0,29.5,0,41.788,0,1
1.986,0.677,0.0696,1.3448,27.8,31.3,1,277.08,0,1
0.585,1.457,0.0658,0.8514,32.6,8.1,1,165.961,0,0
0.719,2.982,0.0787,2.1444,29.1,7.8,1,499.612,1,0
0.417,1.774,0.0606,0.7401,33.1,5.0,1,132.933,1,0
0.42,1.118,0.1001,0.4701,30.5,6.5,2,139.287,1,0
0.164,0.554,0.0561,0.0907,27.3,23.7,1,15.08,0,1
1.051,0.293,0.056,0.3082,30.5,13.7,1,51.133,0,1
0.694,0.975,0.0815,0.6767,31.8,3.6,1,163.123,1,0
1.031,0.28,0.0577,0.2889,30.7,5.9,1,49.316,1,0
0.892,0.116,0.0602,0.1038,30.6,0.8,1,18.483,1,0
1.704,0.781,0.0389,1.3309,33.4,7.8,0,153.189,1,0
1.49,0.501,0.0439,0.7465,29.6,16.1,0,97.185,0,1
1.576,1.77,0.0342,2.7897,34.9,6.4,0,282.616,1,0
0.792,0.93,0.05,0.7364,33.3,7.1,1,108.999,1,0
0.537,0.934,0.042,0.5011,30.2,9.4,0,62.319,0,0
2.81,1.341,0.0378,3.7664,29.1,9.3,0,421.315,0,0
0.156,0.427,0.053,0.0666,19.6,11.5,1,10.428,0,0
0.266,2.639,0.0793,0.701,31.9,3.6,1,164.679,1,0
0.644,0.3,0.0372,0.1933,33.3,2.5,0,21.304,1,0
1.052,1.743,0.0672,1.8329,35.6,10.4,1,364.959,0,0
0.108,2.034,0.0779,0.2201,30.5,7.5,1,50.798,1,0
1.371,0.132,0.0318,0.1807,38.2,8.0,0,17.037,1,0
0.918,0.899,0.0372,0.8257,27.9,17.7,0,90.975,0,1
0.763,1.207,0.0964,0.9211,26.6,31.4,1,262.504,0,1
0.651,2.56,0.0652,1.6662,27.5,17.9,1,321.84,0,1
0.833,0.332,0.0713,0.2762,34.2,6.9,1,58.231,1,0
0.276,0.76,0.05,0.2102,28.4,9.4,0,31.127,0,0
0.215,1.287,0.0506,0.2767,35.3,8.8,1,41.463,0,0
0.442,0.228,0.02,0.101,28.9,3.2,0,5.973,1,0
1.336,1.634,0.0503,2.183,30.5,10.1,1,325.031,0,0
0.987,0.514,0.0789,0.5071,28.7,10.0,1,118.192,0,1
0.754,0.917,0.0514,0.6914,34.4,5.5,1,105.133,1,0
0.948,0.134,0.1002,0.1273,34.8,12.0,2,37.725,0,0
0.919,0.302,0.0522,0.2774,29.5,9.7,1,42.909,0,0
0.467,0.62,0.0259,0.2896,32.2,6.4,0,22.204,1,0
0.203,0.373,0.0751,0.0756,32.7,13.0,1,16.801,0,1
2.371,2.633,0.0833,6.2428,33.6,1.2,1,1539.87,1,0
1.016,1.368,0.044,1.3895,23.1,23.8,0,180.875,0,1
1.296,1.701,0.0819,2.2057,35.2,9.6,1,535.75,0,0
0.724,0.602,0.0501,0.4359,30.7,3.3,1,64.723,1,0
1.513,0.613,0.0881,0.9278,36.2,5.3,1,242.053,1,0
0.978,1.409,0.0808,1.378,26.6,32.3,1,329.57,0,1
0.155,0.492,0.062,0.0764,35.7,1.4,1,14.028,1,0
2.308,0.624,0.0797,1.4413,31.1,11.6,1,340.235,0,0
0.465,0.702,0.0799,0.326,26.1,36.2,1,77.098,0,1
0.248,0.847,0.1142,0.2105,33.1,3.3,2,71.072,1,0
0.192,0.94,0.0596,0.1806,27.0,10.9,1,31.877,0,1
1.375,1.013,0.0266,1.393,26.2,21.4,0,109.735,0,1
1.317,0.57,0.0456,0.7503,29.0,4.4,0,101.323,1,0
1.305,0.38,0.0743,0.4955,34.3,1.3,1,109.0,1,0
2.574,2.122,0.0494,5.4624,35.3,2.7,0,799.438,1,0
0.529,1.502,0.0471,0.7949,33.3,9.9,0,111.012,0,0
0.924,0.103,0.0593,0.0949,30.5,6.7,1,16.669,1,0
1.066,0.675,0.0995,0.7202,36.8,8.8,1,211.899,0,0
3.986,0.357,0.0401,1.4225,34.5,0.9,0,169.034,1,0
0.474,0.923,0.023,0.4381,32.1,1.1,0,29.818,1,0
3.231,0.659,0.0968,2.1285,32.0,9.3,1,609.553,0,0
0.261,0.117,0.0725,0.0306,35.9,4.6,1,6.562,1,0
1.544,1.141,0.0246,1.7615,38.7,11.4,0,128.356,0,0
1.102,0.358,0.0516,0.3942,24.2,17.8,1,60.205,0,1
1.798,0.341,0.0715,0.6133,33.3,1.1,1,129.69,1,0
0.129,0.126,0.0564,0.0163,31.5,1.5,1,2.71,1,0
0.181,1.51,0.049,0.2738,33.4,11.3,0,39.752,0,0
0.172,0.792,0.0627,0.1364,29.1,18.7,1,25.322,0,1
0.999,0.631,0.1037,0.6299,39.1,9.6,2,193.186,0,0
1.024,1.001,0.0555,1.0248,31.9,10.2,1,168.619,0,0
2.466,0.439,0.0481,1.0823,27.7,2.7,0,154.289,1,0
0.73,0.774,0.0577,0.5654,34.7,1.5,1,96.613,1,0
0.17,0.329,0.0473,0.0561,23.5,12.4,0,7.86,0,1
0.335,0.152,0.0243,0.0509,34.5,11.4,0,3.67,0,0
0.108,0.759,0.0585,0.0821,29.4,9.8,1,14.218,0,0
1.599,0.3,0.0575,0.4798,33.2,6.0,1,81.665,1,0
1.791,1.209,0.0454,2.1652,28.5,3.7,0,291.902,1,0
5.0,0.581,0.0431,2.9048,29.2,10.1,0,371.739,0,0
0.631,0.331,0.0511,0.2087,27.3,31.5,1,31.557,0,1
0.119,0.85,0.0908,0.1016,26.2,16.7,1,27.267,0,1
0.368,0.199,0.1078,0.0732,31.4,3.3,2,23.359,1,0
0.986,1.246,0.0771,1.2292,35.1,1.9,1,280.293,1,0
3.369,0.581,0.0551,1.9587,30.1,6.1,1,319.445,1,0
0.209,1.44,0.0391,0.3014,23.8,36.3,0,34.918,0,1
0.23,0.219,0.0549,0.0503,36.5,9.6,1,8.175,0,0
1.31,0.486,0.097,0.6362,26.3,11.0,1,182.452,0,1
1.2,0.259,0.0731,0.3106,27.2,14.6,1,67.308,0,1
0.388,0.151,0.0756,0.0585,33.1,5.1,1,13.058,1,0
1.777,2.587,0.0498,4.5983,34.1,6.8,0,678.389,1,0
0.238,1.138,0.0672,0.2706,28.2,9.4,1,53.82,0,0
2.7,0.415,0.0754,1.121,36.1,2.4,1,250.209,1,0
0.324,0.326,0.055,0.1058,27.1,15.6,1,17.223,0,1
0.185,0.283,0.0299,0.0523,30.6,11.4,0,4.641,0,0
0.515,0.135,0.056,0.0696,33.0,6.9,1,11.556,1,0
0.308,0.187,0.0253,0.0575,30.3,23.7,0,4.308,0,1
0.849,0.187,0.0747,0.1586,34.1,37.9,1,35.065,0,1
1.261,0.978,0.0509,1.2332,24.8,0.6,1,186.323,0,0
0.775,0.823,0.0737,0.6376,33.0,7.2,1,138.854,1,0
1.181,0.772,0.0604,0.9112,33.0,4.2,1,163.08,1,0
0.554,1.161,0.0918,0.6431,28.3,1.2,1,174.715,1,0
0.128,0.331,0.0729,0.0425,27.1,3.1,1,9.187,1,0
3.752,0.435,0.0886,1.6337,41.1,1.7,1,429.213,1,0
1.812,0.208,0.0741,0.3775,31.4,31.4,1,82.894,0,1
0.176,0.809,0.0425,0.1426,35.5,10.5,0,17.921,0,0
0.696,2.261,0.0358,1.5747,30.0,31.4,0,167.011,0,1
1.108,1.691,0.0806,1.8735,24.8,6.2,1,447.901,0,0
0.311,0.748,0.0659,0.2329,30.8,24.9,1,45.451,0,1
0.963,0.928,0.0382,0.893,25.2,3.3,0,101.037,1,0
0.863,3.5,0.0569,3.0199,31.8,7.5,1,508.796,1,0
0.334,0.683,0.0549,0.2277,26.3,6.5,1,37.014,1,0
0.252,1.736,0.0853,0.4378,34.0,11.2,1,110.788,0,0
1.523,0.656,0.0567,0.9983,26.6,37.4,1,167.551,0,1
0.489,0.139,0.0686,0.0682,24.1,19.2,1,13.831,0,1
0.38,2.283,0.0549,0.8668,29.0,15.3,1,141.039,0,1
1.439,0.195,0.0466,0.2805,37.1,6.0,0,38.703,1,0
1.432,1.074,0.0836,1.5386,27.2,5.1,1,380.81,1,0
0.424,0.317,0.0495,0.1344,38.8,11.0,0,19.706,0,0
2.16,1.95,0.0765,4.2132,32.6,3.2,1,953.367,1,0
1.266,0.279,0.0893,0.3531,27.9,37.9,1,93.281,0,1
0.524,0.221,0.0709,0.1157,28.4,19.9,1,24.309,0,1
0.658,0.562,0.0488,0.3697,23.3,14.5,0,53.459,0,1
1.397,0.649,0.0338,0.9071,32.3,2.3,0,90.716,1,0
0.338,1.467,0.1134,0.4955,30.1,4.5,2,166.567,1,0
0.733,1.25,0.0801,0.9155,31.9,5.9,1,217.147,1,0
1.16,0.418,0.073,0.4853,31.2,11.4,1,104.897,0,0
0.875,0.489,0.1027,0.428,27.1,11.4,2,130.221,0,1
1.037,0.788,0.0883,0.8171,24.2,32.6,1,213.526,0,1
0.89,0.742,0.0786,0.6601,34.3,8.4,1,153.574,0,0
0.322,1.685,0.0628,0.5428,36.1,3.2,1,101.021,1,0
0.628,0.612,0.0597,0.3841,38.6,3.7,1,67.971,1,0
0.859,1.892,0.0912,1.6255,26.3,33.1,1,438.776,0,1
1.614,0.284,0.0371,0.4579,27.2,22.5,0,50.268,0,1
1.161,1.718,0.0817,1.9943,36.3,0.9,1,482.754,1,0
0.656,0.39,0.0239,0.2561,23.5,16.2,0,18.086,0,1
3.765,1.346,0.0358,5.0668,31.9,2.2,0,537.503,1,0
0.214,0.767,0.0604,0.1641,34.5,11.4,1,29.372,0,0
0.332,1.767,0.0925,0.5861,29.3,32.4,1,160.54,0,1
0.518,0.31,0.062,0.1606,24.0,7.0,1,29.503,0,0
0.36,1.067,0.0567,0.3837,35.4,1.4,1,64.319,1,0
1.082,1.612,0.047,1.7444,33.7,10.3,0,242.741,0,0
0.14,1.299,0.0845,0.1824,32.1,6.9,1,45.66,1,0
0.295,0.768,0.0687,0.2267,32.7,10.1,1,46.114,0,0
0.447,1.0,0.0601,0.4473,26.2,12.2,1,79.767,0,1
1.25,0.275,0.0939,0.3438,32.7,8.4,1,95.518,0,0
2.186,0.295,0.0321,0.6453,26.8,10.6,0,61.275,0,1
1.702,0.349,0.0919,0.5936,38.4,1.7,1,161.629,1,0
0.301,1.508,0.0327,0.454,31.7,5.6,0,43.918,1,0
0.933,0.247,0.047,0.2302,27.9,2.1,0,32.078,1,0
0.13,0.384,0.0766,0.0501,36.4,8.1,1,11.351,0,0
0.472,2.125,0.0745,1.0026,30.9,10.7,1,221.303,0,0
1.74,1.226,0.0719,2.133,30.3,15.5,1,453.748,0,1
0.71,1.157,0.0557,0.8214,31.3,4.8,1,135.406,1,0
0.262,0.586,0.0828,0.1537,24.7,4.4,1,37.735,0,0
0.677,1.07,0.075,0.7243,31.6,2.6,1,160.839,1,0
0.321,0.767,0.0876,0.2461,34.4,10.0,1,63.859,0,0
0.6,0.159,0.0586,0.0955,33.4,3.9,1,16.573,1,0
0.769,0.787,0.0732,0.6056,33.8,10.8,1,131.195,0,0
0.53,0.582,0.09,0.3083,28.4,31.1,1,82.256,0,1
2.864,0.197,0.0986,0.5637,34.6,11.4,1,164.721,0,0
0.927,0.438,0.05,0.4055,31.5,9.5,1,60.011,0,0
1.951,1.901,0.0382,3.7095,24.8,26.5,0,418.769,0,1
1.53,1.402,0.0415,2.146,35.4,3.2,0,263.314,1,0
1.182,2.062,0.0365,2.4376,30.5,11.3,0,263.062,0,0
0.787,1.11,0.1237,0.8736,27.7,2.5,2,319.256,1,0
0.102,0.901,0.1049,0.0921,28.2,1.6,2,28.691,1,0
1.051,0.22,0.0643,0.2311,32.9,11.8,1,44.004,0,0
0.54,0.191,0.0435,0.103,36.6,2.0,0,13.265,1,0
0.225,0.327,0.0588,0.0736,26.5,10.8,1,12.784,0,0
0.688,0.402,0.0655,0.2764,30.2,3.1,1,53.683,1,0
1.43,0.847,0.0277,1.2116,30.4,9.2,0,99.311,0,0
3.362,1.778,0.0633,5.9787,25.9,19.0,1,1121.099,0,1
0.569,1.871,0.0715,1.0639,36.5,2.8,1,225.244,1,0
0.882,1.017,0.0459,0.8979,27.6,5.7,0,121.879,1,0
2.005,0.782,0.0571,1.5692,24.5,3.8,1,265.77,0,0
0.506,0.324,0.0768,0.1642,29.8,2.6,1,37.307,1,0
0.253,2.324,0.0637,0.589,30.4,3.4,1,111.217,1,0
0.431,0.99,0.0472,0.4267,28.3,18.9,0,59.641,0,1
2.394,0.71,0.0632,1.6995,26.1,31.4,1,317.562,0,1
0.274,0.188,0.0916,0.0514,25.0,31.3,1,13.93,0,1
0.499,1.498,0.092,0.7482,34.6,7.9,1,203.909,1,0
0.725,0.443,0.0406,0.3214,29.0,10.5,0,38.588,0,0
1.978,1.947,0.09,3.8508,28.5,11.3,1,1026.109,0,0
2.876,0.248,0.0571,0.7119,25.2,36.9,1,120.232,0,1
0.655,0.14,0.0692,0.0916,27.1,23.7,1,18.785,0,1
2.788,0.556,0.0776,1.5509,30.7,4.6,1,356.34,1,0
0.276,0.165,0.0309,0.0456,30.8,2.6,0,4.168,1,0
